Company name,City / Location,Industry Segment,Website,Revenue Band,DSIR Recognition Evidence,Promoter / Decision-Maker,Growth Signals
Safecure Services Limited,"Registered Office: Office No. - 5, Fifth Floor, Building No. 6, Old S No. 9, 12, 14 (PT) News No. 62, 66, 69, Opp. Pleasant Park, Mira Bhaynder Road, Behind Jhankar - 6, Mira Road (East), Thane 4011107, Maharashtra, India Contact Person: Govind Chhabra, Company Secretary and Compliance Officer; Tel: +91 99678 81047, E-mail: E-mail: secretarial@safecure.in; Website: www.safecure.in",See DRHP ‘Industry / Business overview’ section.,www.linkintime.co.in; www.safecure.in; www.suncapitalservices.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Shailendra Pandey; Mrs. Ranju Pandey; Mr. Nikit Pandey; Mr. Revati Raman Sharma; Mr. Satish Pandey; Mr. Raju Mishra,hiring / recruitment; subsidiary / group structure
Sharvaya Metals Limited,on the page 163 of the DRHP:,See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.expertglobal.in; www.sharvayametals.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,capacity expansion; capex / capital expenditure; facility expansion; backward integration
Manoj Jewellers Limited,PERSON EMAIL AND TELEPHONE WEBSITE,See DRHP ‘Industry / Business overview’ section.,http://www.manojjewellerslimited.com; https://manojjewellerslimited; www.jawacapital.in; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Vaneeta Khanna; Ms. Vaneeta Khanna. DIN Directors Identification Number; Mr. Manoj Kumar. MOA; Mr. Manoj Kumar; Mr. Sunil Shantilal; Ms. Raj Kumari; Ms. Shalu. For; Mr. Shantilal Sammirmal Jain. Stakeholders Relationship Committee; Ms. Raj Kumari. KEY PERFORMANCE INDICATORS Key,subsidiary / group structure
Valencia India Limited,"U91990GJ2017PLC096165. For further details pertaini ng to the change of name of our Company and the cha nge in Registered Office, please refer the chapter “History and Certain Corporate Matters” on page 102 of this Draft Red-he rring Prospectus.",See DRHP ‘Industry / Business overview’ section.,www.ifinservices.in; www.kfintech.com; www.valenciaindia.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Keyur Patel Type Fresh Issue Size; Mr. Keyur Patel. For,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Technowire Data Science Limited,"EMAIL WEBSITE 1815, Block-B, Navratna Corporate Park, Opp. Jayantilal Park, Ambli Bopal Road, Ahmedabad, Gujarat, India, 380058 Ms. Mahima Bhati, Company Secretary & Compliance Officer Tel: +91 92650 23824 E-mail: compliance@technowire.in https://technowire.in/",See DRHP ‘Industry / Business overview’ section.,https://technowire.in/; www.galacticocorp.com; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Mahima Bhati; Mr. Prabhat Vishnu Somani; Mrs. Asha Vishnu Somani. For,capex / capital expenditure; subsidiary / group structure
Vandan Foods Limited,"OFFICE CONTACT PERSON TELEPHONE AND EMAIL WEBSITE 503/B, Wall Street-1, Opp. Orient Club, Nr. Rly. Crossing, Ellisbridge, Ahmedabad -380006, Gujarat, India - Ms. Aayushi Naresh Bhatia - Company Secretary & Compliance Officer Mobile No: + 91-8980121363 Email Id: cs@vandanfoods.in",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.nirbhaycapital.com; www.vandanfoods.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,d Mrs Jyotsanaben Jitendrabhai Patel is not traceable. In accordance with the,capex / capital expenditure
NAKSHATRA ASSET VENTURES LIMITED,"Ho. No. 1016/Pl. No. 377, Flat No. Nakshatra-3rd Floor, Gandhi Nagar, Ambazari Road, Shankar Nagar, Nagpur, Maharashtra, India, 440010 Nakshatra 402 Ground Floor, Building, Solitaire Park, Chakala, Andheri -Mumbai 400093 Hansdhwani Hitendrabhai Dwivedi Company Secretary & Compliance Officer",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.nakshatraassetventures.com; www.narnolia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Amar Vijaykumar Agrawal,subsidiary / group structure
Shayona Engineering Ltd.,"Registered Office: Shed No. 113/1, GIDC, Makarpura, M.I. Estate, Vadodara -390010, Gujarat, India, Telephone: +91 9310806080 E-mail: compliance@shayonaengg.com; Website: www.shayonaengg.com; Contact Person: Arti Ankitkumar Singh, Company Secretary and Compliance Officer;",See DRHP ‘Industry / Business overview’ section.,www.horizonmanagement.in; www.kfintech.com; www.shayonaengg.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure
SURIFRESH EXTRACT LIMITED,"of incorporation consequent upon conversion dated July 24, 2024, bearing",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.narnolia.com; www.surifreshextract.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Kunjbihari Yadav Company Secretary; Mr. Pankaj Pasi SEBI Registration Number; Mr. Kunjbihari Yadav. Depositories Act The Depositories; Mr. Sudhir Suri; Mr. Manav Suri; Mr. Hitin Suri; Mr. Siddhaarth Suri; Mr. Sidhantt Suri. Promoters Group,subsidiary / group structure
Amtech Esters Limited,"Restated Financial Statements The financial information of the Company which comprises of the restated statement of assets and liabilities, Profit and Loss and Cash Flows for the financial year ended March 31, 2024, March 31, 2023 and March 31, 2022 and for the period ended June 30, 2024 and the related notes, schedules and annexures thereto included in this Draft Prospectus,",See DRHP ‘Industry / Business overview’ section.,https://www.amtechesters.com/; www.maashitla.com; www.sobhagyacapital.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Anjali Bansal; Ajit Singh Bawa; Mandeep Singh; Meenakshi; Mr. Avtar Singh Bawa; Mr. Ajit Singh Bawa. WTD,capex / capital expenditure; subsidiary / group structure
Meta Infotech Limited,"instance, there has been a clerical error in Issue Price mentioned in form 2 filed for allotment of 1,25,000 equity shares by way of right issue in FY 2008. Further secretarial records for following past allotments of Equity Shares made by our Company could not be traced, as under:",See DRHP ‘Industry / Business overview’ section.,www.hemsecurities.com; www.kfintech.com; www.metainfotech.com/,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Unified Data- Tech Solutions Limited,PDF parse error: PdfStreamError,,,,,Could not download DRHP PDF/ZIP for promoter extraction.,
Marc Loire Fashions Limited,"Plot No. 426/1, First Floor, Rani Khera Road, Village Mundaka, West Delhi, Delhi, India, 110041. Vasant Kuber Soni Company Secretary & Compliance Officer Email ID: csvasant@marcloire.in Tel No: +91 62009 62002 https://marcloire.com/ NAMES OF PROMOTERS OF THE COMPANY Mr. Arvind Kamboj, Mrs. Shaina Malhotra & Mr. Atul Malhotra DETAILS OF OFFER TO PUBLIC, PROMOTERS/SELLING SHAREHOLDERS",See DRHP ‘Industry / Business overview’ section.,https://marcloire.com/; www.finshoregroup.com; www.maashitla.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Arvind Kamboj,ISO certification mentioned
Rachit Prints Limited,Number of our Company is U22190UP2003PLC027364.,See DRHP ‘Industry / Business overview’ section.,www.khambattasecurities.com; www.maashitla.com; www.rachitprints.co.in,476.05 lakhs,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Ayushi Verma,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Beezaasan Explotech Limited,"5th Floor, 511, Pramukh Tangent Complex, Sargasan Cross Road, S.G. Highway, Gandhinagar, Gujarat 382421, India. Opposite LIC Office, Palace Road Himatnagar Dist: Sabarkantha, Himatnagar, Gujarat 383001, India. Ms. Ankita Choudhury Company Secretary and Compliance Officer Email: investors@beezaasan.in",See DRHP ‘Industry / Business overview’ section.,www.beezaasan.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Ankita Choudhury Company Secretary; Ms. Ankita Choudhury; Mr. Navneetkumar Radheshyam Somani MOA; Mr. Navneetkumar Radheshyam Somani; Mr. Sunilkumar Radheshyam Somani; Mr. Rajan Sunilkumar Somani; Mr. Devi Singh Kachhwaha; Mr. Satya Prakash Heda; Ms. Manisha Navneet Somani; Ms. Komalben Sunilkumar Somani,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
KVS Castings Limited,INTELLECTUAL PROPERTY RIGHTS,See DRHP ‘Industry / Business overview’ section.,https://kvscastings.com/; www.narnolia.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Arpan Jindal,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
AMRUT DREDGING AND SHIPPING LIMITED,"Harihar Chowk, Sadar Bazar, Rajkot - 360 001, Gujarat, India “We” or “us” or “our” Unless the context otherwise indicates or implies, refers to our Company “You” or “your” or “yours” Prospective investors in this issue",See DRHP ‘Industry / Business overview’ section.,www.amrutdredging.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr Pavan Anilbhai Gandhi Materiality Policy,subsidiary / group structure
Spinaroo Commercial Limited,"company, please refer to section titled “",See DRHP ‘Industry / Business overview’ section.,www.cameoindia.com; www.finshoregroup.com; www.spino.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Ankita Periwal Company Secretary; Mr. Amit Sultania; Mr. Aditya Todi; Mrs. Mridula Todi DETAILS OF OFFER TO; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Ms. Ankita Periwal; Mrs. Mridula Todi Promoter Group Includes,ISO certification mentioned
3B FILMS LIMITED,"CORPORATE OFFICE CONTACT PERSON TELEPHONE AND EMAIL WEBSITE Registered Office: SF 220, Pancham Icon, Besides D-Mart, Vasna Road, Vadodara, Gujarat, India, 390007 Corporate Office: Block No 1241, 1242, 1243, 1244, Padra Jambusar Highway, Masar, Padra, Vadodara, Gujarat, India, 391421 Ms. Janki Raj Company Secretary and Compliance Officer Tel: +91-6359 632600 Email: cs@3bfilms.com",See DRHP ‘Industry / Business overview’ section.,www.3bfilms.com; www.maashitla.com; www.nirbhaycapital.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Ashokbhai Dhanjibhai Babariya,subsidiary / group structure
Sugs Lloyd Limited,"further details, please refer to chapter titled “History and Corporate Structure” beginning on page 160 of this Draft Red Herring Prospectus.",See DRHP ‘Industry / Business overview’ section.,www.3dcsl.com; www.sugslloyds.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Nimmy Singh Chauhan; Mr. Rhydham Kapoor Email; Mrs. Priti Shah; Mr. Santosh Kumar Shah; Mr. Santosh Kumar Shah CIN Corporate Identification; Mr. Vicky Kumar Companies Act; Ms. Nimmy Singh Chauhan. Corporate; Mrs. Priti Shah. MOA; Mr. Santosh Kumar Shah For; Mr. Laxman Prasad,subsidiary / group structure
Goblin India Ltd,"EMAIL WEBSITE Camex House, 1 st Floor, Commerce Road, Navrangpura, Ahmedabad - 380009, India Ms. Farhat Mohanif Patel, Company Secretary & Compliance Officer Tel: +91 79 26465080 Email:cs@goblinindia.com www.goblinindia.com",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.galacticocorp.com; www.goblinindia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Farhat Mohanif Patel; Mr. Manojkumar Choukhany; Mrs. Sonam Choukhany. For; Mrs. Sonam Choukhany. Abridged Prospectus Abridged,subsidiary / group structure
Repono Limited,"up 1020 Sq. Ft., Akshar Business Park, Plot No. 3, Phase 2, Sector 25, Vashi, Navi Mumbai – 400703, Maharashtra for Commercial purpose and we also operate following 7 (Seven) business warehouses as of the date of Draft Red Herring Prospectus on lease basis.",See DRHP ‘Industry / Business overview’ section.,https://repono.in/; www.cameoindia.com; www.wealthminenetworks.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Mistry Jinesh Deepakkumar; Mr. Sankalpa Bhattacherjee,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Yash Highvoltage Limited,"Corporate Office: 603, 6th floor, Ozone Complex, Sarabhai Compound, Dr. Vikram Sarabhai Marg, Subhanpura, Vadodara-390023, Gujarat, India. Contact Person: Mr. Tushar Janardan Lakhmapurkar, Company Secretary and Compliance Officer Tel: +91-74900 28892; E-mail: cs@yashhv.com; Website: www.yashhv.com",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.indorient.in; www.yashhv.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Keyur Girishchandra Shah Promoter Selling; Mr. Tushar Janardan Lakhmapurkar Company Secretary; Mr. Tushar Janardan Lakhmapurkar Company Secretary,ISO certification mentioned
Max Supreme Textiles Ltd,"of our company, please see “History and Certain Corporate Matters” beginning on page139",See DRHP ‘Industry / Business overview’ section.,www.fedsec.in; www.kfintech.com; www.maxsupremetextiles.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Infinity Infoway Limited,in relation to this lease/ rental/tenancy agreement may have an adverse effect on our business operations and results thereof.,See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.holaniconsultants.co.in; www.infinityinfoway.com,2 Lakhs,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mrs. Payal Jain Email; Mr. Babu Rapheal; Mr. Bhaveshkumar Dhirajlal Gadhethriya; Mrs. Rinaben Bhaveshkumar Gadhethariya; Mr. Dhirajlal Bhanjibhai Gadhethariya; Mr. Nikunj Vrajlal Gajera,subsidiary / group structure
Nilachal Carbo Metalicks Limited,"February 13, 2003, vide certificate of incor poration bearing",See DRHP ‘Industry / Business overview’ section.,https://nilachalcoke.com/; www.kfintech.com; www.suncapitalservices.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Haraprasad Rout PROMOTERS OF OUR; Mr. Bibhu Datta Panda; Mrs. Geeta Rani Panda; Mrs. Geeta Rani Panda Nil Not Applicable,capacity expansion; subsidiary / group structure
RUKMANI DEVI GARG AGRO IMPEX LIMITED,"have been certain instances of regulatory non -compliances or delays or errors in the past. We may be subject to regulatory actions and penalties for any such past or future non -compliance or delays or errors and our business, financial condition and reputation may be adversely affected.",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.fedsec.in; www.rdgagro.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mrs. Ayushi Agrawal; Mr. Vishal Garg; Mrs. Anju Garg,subsidiary / group structure
Pind Hospitality Limited,CORPORATE OFFICE CONTACT PERSON EMAIL Plot no,See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.fedsec.in; www.pindpunjab.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: NIMISH PARVEEN MALHOTRA; CHIRAG PARVEEN MALHOTRA AND ANITA,capex / capital expenditure
SANJEEVANI AGROFOODS LIMITED,"of Central Processing Centre bearing Corporate identification number U15122UR2008PLC032737. At present, the registered office of the company situated at Khasra No 148, Cha Mauza Chandrabani Khalsa, Mohabbewala Industrial Area, Dehradun, Uttarakhand- 248002. For details of change in name and registered office of our Company, please refer to chapter titled “",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.sanjeevaniagrofoods.com; www.shareindia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Kunal Bansal Email Id; Mr. Vinayak Morbale Email Id; Mr. Shrikant Sharma Chairman; Mr. Tara Singh Director Mr. Vijay Kannojiya; Mr. Jogindar Chief Financial Officer Ms. Megha; Mrs. Anjali Wife; Mr. Shrikant Sharma; Mr. Tara Singh; Mr. Vijay Kannojiya; Ms. Shreen Katyan,digital / hiring channel mention; subsidiary / group structure
Vashishtha Luxury Fashion Limited,Information” and “History and Certain Corporate Matters” beginning on page 50 and 144 respectively of the Draft Red Herring Prospectus.,See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.expertglobal.in; www.vashishthaluxuryfashion.com,445.87 lakhs,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Shobit R. Agarwal SEBI; Mr. Abhishek Jain SEBI Registration No. INZ; Ms. Krupali Thakkar; Mr. Ravindra Dhareshivkar; Mr. Mustak Odiya; Ms. Archana Odiya DETAILS OF OFFER TO,subsidiary / group structure
Rikhav Securities Limited,Identification Number of our Company is U99999MH1995PLC086635.,See DRHP ‘Industry / Business overview’ section.,https://www.rikhav.net/,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Sona Jain; Mr. Harshil Mahesh Shah; Mr. Harsh Mahesh Shah; Mr. Darshan Vikram Shah; Mr. Dhruvil Vikram Shah; Ms. Daksha Sharad Maniyar Public Selling Shareholder; Mr. Jayesh Mulchand Maniyar Public Selling Shareholder; Mr. Mukesh Jayantilal Sanghavi Public Selling Shareholder; Ms. Virali Girish Maniyar Public Selling Shareholder; Mr. Yash Jayesh Maniyar Public Selling Shareholder,subsidiary / group structure
AJC Jewel Manufacturers Limited,"38/227-Z, Inkel Greens Edu City, Karathode-Konampara Road, Panakkad Village, Pattarkadavu, Malappuram, Ernad, Kerala-676519, India N.A. Ms. Reshmi N K Company Secretary and Compliance Officer Email: investors@ajcjewel.com",See DRHP ‘Industry / Business overview’ section.,https://ajcjewel.com/ab; https://ajcjewel.com/about,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
CREATEROI FINANCIAL CONSULTANCY LIMITED,See DRHP ‘General Information’ — address not matched by pattern.,See DRHP ‘Industry / Business overview’ section.,www.creater,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Sarita Chouhan,ISO certification mentioned
Desco Infratech Limited,"in the same building i.e., A -703, Swastik Universal, Next to Valentine Theatre, Dumas Road, Umra, Surat -395007, Gujarat, India (Area",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.descoinfra.co.in; www.shcapl.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Gandharva Javanika; Ms. Sonal Jhaveri; Ms. Sonali Jhaveri; Ms. Prinkle Jain; Mr. Pankaj Pruthu Desai; Mr. Pankaj Pruthu Desai Chairman; Mr. Parth Shah Website; Mr. Babu Rapheal C. SEBI Registration No,subsidiary / group structure
OSPYN Technologies Limited,PDF parse error: PdfStreamError,,,,,Could not download DRHP PDF/ZIP for promoter extraction.,
Netanalytiks Technologies Limited,"91 Springboard Gopala Krishna, Complex No. 45/3 Residency Rd MG Rd, Museum Road, North Bangalore, Karnataka, India, 560025. Mr. Kodlu Ramakrishna Abhijith Company Secretary & Compliance Officer Email ID: cs@netanalytiks.com Tel No: +91 9880458806 www.netanalytiks.com",See DRHP ‘Industry / Business overview’ section.,www.finshoregroup.com; www.integratedregistry.in; www.netanalytiks.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Shankara Anantharamaiah Chilkunda,ISO certification mentioned
Skill Tree Consulting Limited,"Certain Corporate Matters” beginning on page 101 of this Draft Red Herring Prospectus. Registered Office Office No 208, 2nd Floor, DLF Star Tower, Sector 30, Gurgaon, Sadar Bazar, Haryana, India, 122001 Telephone: +2269798570 E-mail: info@skilltree.org.in Investor grievance id: compliance@skilltree.org.in Website: https://www.skilltreeconsulting.in/",See DRHP ‘Industry / Business overview’ section.,https://www.skilltreeconsulting.in/,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Hunny Naresh Mehta; Mr. Jaspal Singh Sehgal; Mr. Vishesh Saini Chief Financial Officer; Mr. Yogesh Gupta. Company Secretary; Ms. Hunny Naresh Mehta. Depositories Act; Mr. Jaspal Singh Sehgal For,subsidiary / group structure
Infonative Solutions Limited,PDF parse error: PdfStreamError,,,,,Could not download DRHP PDF/ZIP for promoter extraction.,
Om Metallogic Limited,"Sikri, Opp. Gopal Jee Milk Plant, Ballabhgarh, Haryana, India, 121004 and corporate office at C-808, 8th Floor, Vipul Plaza, Sector 81, Faridabad. We / us / our Unless the context otherwise indicates or implies, refers to our Company you / your / yours Prospective Investors in this Issue",See DRHP ‘Industry / Business overview’ section.,www.navigantcorp.com; www.ommetallogic.in; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,DRHP references DSIR / industrial research — verify exact status in full document.,DRHP: Ms. Prachi Gupta; Ms. Pachi Gupta; Mr. Tulsiram Company Secretary; Ms. Prachi Gupta. Corporate Identification Number; Mr. Manish Sharma. MOA; Mr. Manish Sharma; Mrs. Seema Sharma. Promoter Group Such,ISO certification mentioned
NIS Management Limited,"Opening Date with the relevant financial ratios calculated at the Floor Price and at the Cap Price, and shall be made available to the Stock Exchanges for the purpose of uploading on their respective websites. Pri",See DRHP ‘Industry / Business overview’ section.,www.nis.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Ramyani Chatterjee Company Secretary; Mr. Debajit Choudhury Promoter Upto; Ms. Ramyani Chatterjee OUR; Mr. Debajit Choudhury; Ms. Rina Choudhury; Ms. Susmita Mukherjee; Ms. Debahuti Chatterjee; Ms. Nita Dey; Ms. Ramyani Chatterjee; Mr. Kanad Mukherjee,subsidiary / group structure
Icon Facilitators Limited,in Form GNL 2 with SRN: AB2710819 AOC-4 (For the FY2015-2016),See DRHP ‘Industry / Business overview’ section.,www.iconf.in; www.khambattasecurities.com; www.maashitla.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Mamzuza Malia; Mrs. Pooja Makhija; Mr. Sunil Bharihoke,hiring / recruitment
Ace Alpha Tech Limited,"new certificate of incorporation pursuant to change of name dated 17th May, 2024.",See DRHP ‘Industry / Business overview’ section.,www.acealphatech.in; www.narnolia.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,hiring / recruitment; subsidiary / group structure
Super Iron Foundry Ltd,Factor / Manufacturing facility and Warehouse at factory 161 Our Company does not employ any contract labour in our manufacturing process.,See DRHP ‘Industry / Business overview’ section.,www.horizonmanagement.in; www.linkintime.co.in; www.superironfoundry.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Integrum Energy Infrastructure Limited,"Koramangala, 560034, Bangalore, Karnataka -560034, India. “we”, “us” and “our” Unless the context otherwise indicates or implies, refers to our Company “you”, “your” or “yours” Prospective investors in this Offer",See DRHP ‘Industry / Business overview’ section.,www.beelinemb.com; www.integratedregistry.in; www.integrumenergy.in,1238.60 Lakhs,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure
Monarch Surveyors and Engineering Consultants Limited,Bidder/ Investor Any prospective investor who makes a bid for Equity Shares in terms of Red Herring Prospectus.,See DRHP ‘Industry / Business overview’ section.,www.monarchconsultants.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Dattatraya Mohaniraj Karpe,subsidiary / group structure
BLT LOGISTICS LIMITED,"Opening Date, with the relevant financial ratios calculated at the Floor Price and at the Cap Price, and shall be made available to the Stock Exchanges for the purpose of uploading on their respective website. Prospectus The Prospectus, to be filed with the ROC containing, inter alia, the Issue opening and",See DRHP ‘Industry / Business overview’ section.,www.bltlogistics.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure
GRE RENEW ENERTECH LIMITED,"Plot no. 423, G.I.D.C.-II, Dediyasan, Mehsana-384002, Gujarat B-1104/1105, Empire Business Hub, Near Shukan Mall, Science City Road, Sola, Ahmedabad-380060, Gujarat Mr. Rohan Jayeshbhai Dhruve, Secretary and Compliance Officer Email: cs@greindia.com Tel No.: +91 9974039300 https://greindia.com",See DRHP ‘Industry / Business overview’ section.,https://greindia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Rohan Jayeshbhai Dhruve; Mr. Kunal Bansal Email; Mr. Mukul Agrawal Email Id; Mr Rohan Jayeshbhai Dhruve; Mr. Kamleshkumar Dahyalal Patel; Mr. Kirtikumar Kantilal Suthar; Mr. Mukeshkumar Prahladbhai Trivedi Promoters Group,capex / capital expenditure; ISO certification mentioned; subsidiary / group structure
Valplast Technologies Limited,"was U45400HR2014FLC094931. Further, pursuant to our email dated September 26, 2023, and January 11, 2024, to Registrar of companies, Delhi, our",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.fintellectualadvisors.com; www.valplastech.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure
Durgadevi Raiment Limited,"A5, Calcutta Land Premises No. E3-509/New, Shibrampur Road, PO- Ganipur, PS-Maheshtala, Kolkata - 700141, West Bengal, India. N.A. Ms. Nikita Agarwal, Company Secretary and Compliance Officer E-mail: info@ddrl.in",See DRHP ‘Industry / Business overview’ section.,www.ddrl.in; www.inventuremerchantbanker.com; www.purvashare.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,ISO certification mentioned
