Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size,LLM_C1,LLM_C2,LLM_C3,LLM_C4,LLM_C5,LLM_C6,LLM_Note,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,ICP_Blended_Weighted_Score,LLM_Blend_Alpha,LLM_Model,Step8_Reject_Tags,Step8_Dedupe_Winner_Company,Step8_Dedupe_Basis
Sonalis Consumer Products Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Ankita Chopra; Mr. Gaurav Jain SEBI; Ms. Sonali Nilesh Kocharekar; Ms. Smita Shashikant Shah. For; Ms. Smita Shashikant Shah; Mr. Shivang Shashikant Shah,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
SPECIALITY MEDICINES LIMITED,Download failed (timeout or HTTP error).,unknown,,unknown,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Spinaroo Commercial Limited,"company, please refer to section titled “",unspecified_see_drhp,www.cameoindia.com; www.finshoregroup.com; www.spino.co.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Ankita Periwal Company Secretary; Mr. Amit Sultania; Mr. Aditya Todi; Mrs. Mridula Todi DETAILS OF OFFER TO; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Ms. Ankita Periwal; Mrs. Mridula Todi Promoter Group Includes,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Srigee DLM Limited,PDF parse error: PdfStreamError,unknown,,unknown,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
STAR IMAGING AND PATH LAB LIMITED,"Registered Office: 4B/4, Tilak Nagar, Near Sant Pura, Tilak Nagar West Delhi, New Delhi- 110018, India Tel",unspecified_see_drhp,www.kfintech.com; www.shareindia.com; www.starimaging.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Chhaya Gupta; Mr. Kunal Bansal Investor Grievances Email; Mr. Murali Krishna BID; Mr. Pawan Gupta; Mr. Kunal Bansal Email; Mr. Murali Krishna Email,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only,duplicate_dedupe|basis:website_host,VVIP Infratech Limited,website_host
STEELMAN TELECOM LTD.,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Nidhi Goyal Company Secretary; Mr. Mahendra Bindal Equity; Mr. Mayank Bindal Equity; Ms. Dimple Magharam Slun Email; Mr. Aniket Chindarkar Email; Ms. Nidhi Goyal; Mr. Mayank Bindal THE ISSUE PUBLIC ISSUE; Mr. Mayank Bindal,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Storage Technologies and Automation Limited,Number U74900KA2010PLC052918,unspecified_see_drhp,https://racksandrollers.com; www.integratedindia.in; www.nikunjonline.com; www.oneviewadvisors.com,₹25–100 Cr (approx from lakhs),no_structured_differentiation_tag,DRHP: Ms. Theja Raju Mobile No,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U74900KA2010PLC052918,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Qualitek Labs Limited,website_host
SUBAM PAPERS LIMITED,"For details in relation to the incorporation, Change in Registered Office and other details, please refer to the chapter titled “","c) Under the head Overview of Our Business on Page 135, the standalone revenue breakup and State wise revenue breakup ha",www.gretexcorporate.com; www.subampapers.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Poovalingam Nagarajan; Ms. Sudha Alagarsamy DETAILS OF THE OFFER,capex / capital expenditure; subsidiary / group structure,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,"c) Under the head Overview of Our Business on Page 135, the standalone revenue breakup and State wise revenue breakup has been inserted; d) Under the head Overview of",no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
SUDARSHAN PHARMA INDUSTRIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Hemal Vasantrai Mehta Chairman; Ms. Dimple Magharam Slun Email; Mr. Hemal Vasantrai Mehta; Mr. Sachin Vasantrai Mehta DETAILS OF; Mr. Sachin Vasantrai Mehta,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
SUNITA TOOLS LIMITED,Download failed (timeout or HTTP error).,unknown,,unknown,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Sunrise Efficient Marketing Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Super Iron Foundry Ltd,Factor / Manufacturing facility and Warehouse at factory 161 Our Company does not employ any contract labour in our manufacturing process.,unspecified_see_drhp,www.horizonmanagement.in; www.linkintime.co.in; www.superironfoundry.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,duplicate_dedupe|basis:website_host,L. T. Elevator Limited,website_host
Suratwwala Business Group Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mrs. Prathama Nitin Gandhi; Mr. Manoj Dhansukhlal Suratwala THE ISSUE INITIAL,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Susan Electricals India Limited,"Flat No. 1703, 17th Floor, Nirmal Tower 26, Barakhamba Road, New Delhi-110001, Delhi (admeasuring 450.00 Sqft) Rent Mr. Aman Singh Panwar Obtained on rent from Mr. Aman Singh Panwar for a period of eleven (11) months commen",unspecified_see_drhp,https://seil.net.in/; https://serencapital.in/; www.mudrarta.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Mahak Jain,capacity expansion,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capacity_expansion,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Recode Studios Limited,website_host
Suyog Gurbaxani Funicular Ropeways Limited,"“we”, “us” or “our” Unless the context otherwise indicates or implies, refers to our Company.",unspecified_see_drhp,www.afsl.co.in; www.kfintech.com; www.sgfrl.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Rajkumar Gurbaxani,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
SVS VENTURES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unspecified_see_drhp,www.bigshareonline.com; www.focl.in; www.svsventures.co.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Sanchita Kailashchandra Ojha Email; Mr. Babu Rapheal C. Tel No; Ms. Sanchita Kailashchandra Ojha; Mr. Shashikant Vedprakash Sharma Materiality Policy; Mr. Shashikant Vedprakash Sharma Promoter Companies,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Yashhtej Industries (India) Limited,website_host
Swashthik Plascon Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Swasth Foodtech India Limited,name of our Company was changed to ‘Swasth Foodtech India Limited’,unspecified_see_drhp,www.horizonmanagement.in; www.swasthfoodtech.com,₹25–100 Cr (approx from lakhs),no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,25.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,0.0,25.0,0.0,rules_only,duplicate_dedupe|basis:website_host,L. T. Elevator Limited,website_host
Swastika Castal Ltd,"Public Limited Company on June 10, 1996",unspecified_see_drhp,https://sclcasting.com/; www.accuratesecurities.com; www.horizonmanagement.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Varun Sharda; Ms. Indra Sharda ADDENDUM TO THE DRAFT; Ms. Indra Sharda; in dematerialized form,capex / capital expenditure; subsidiary / group structure,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,L. T. Elevator Limited,website_host
Taiyo Feed Mill Limited,"at No. 17 A, South Mada Street, Kolathur, Chennai-600099, Tamil Nadu, India. For further details, please refer to section titled “",unspecified_see_drhp,www.purvashare.com; www.shareindia.com; www.taiyogroup.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Andrew Gerard Barrington; Mr. Kunal Bansal SEBI Registration No; Ms. Deepali Dhuri SEBI Registration No; Mr. Ramasamy Prabakar On Incorporation Subscription; Mr. Ramesh Kumar; Mrs. Swetha November; Mrs. Sowmiya August; Mrs. R. Nalayini; Mr. Ramasamy Prabakar. Taiyo Feed Mill Limited,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only,duplicate_dedupe|basis:website_host,VVIP Infratech Limited,website_host
Techknowgreen Solutions Limited,"Flat-202, Hem Opal Apartment, Plot No",unspecified_see_drhp,www.bigshareonline.com; www.indorient.in; www.techkno; www.techknowgreen.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,capex / capital expenditure,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Yash Highvoltage Limited,website_host
Technichem Organics Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Thakkar Parth; Mr. Bharat Jayantilal Pandya MOA; Mr. Bharat Jayantilal Pandya; Mr. Pandya Anilkumar Jayantilal; Mr. Pandya Anilkumar Jayantilal. Stakeholders Relationship Committee; Mr. Piyush Maganlal Nathwani KEY PERFORMANCE INDICATORS,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Technopack Polymers Ltd.,"M/s Gokul Industries, Rafaleshvar Industrial Estate, Nr",unspecified_see_drhp,www.bigshareonline.com; www.iskadvisors.com; www.technopackltd.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Deepali Malpani; Mr. Kalpeshkumar Ishwarlal Pandya; Mr. Chetankumar Ishvarlal Pandya THE ISSUE INITIAL; Mr. Chetankumar Ishvarlal Pandya Promoter Group Such; Mr. Kalpesh Ishwarlal Pandya Company Secretary; Ms. Deepali Malpani Director,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SATTRIX INFORMATION SECURITY LIMITED,website_host
Technowire Data Science Limited,"EMAIL WEBSITE 1815, Block-B, Navratna Corporate Park, Opp",unspecified_see_drhp,https://technowire.in/; www.galacticocorp.com; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Mahima Bhati; Mr. Prabhat Vishnu Somani; Mrs. Asha Vishnu Somani. For,capex / capital expenditure; subsidiary / group structure,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Neptune Logitek Limited,website_host
Telge Projects Limited,"U, 8906 E, Skely Drive, Tulsa, Oklahoma- 74129.",unspecified_see_drhp,https://telgeprojects.com/; www.bigshareonline.com; www.shcapl.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Barkha Mohit Bharuka; Ms. Shraddha Shailesh Telge Chairman; Ms. Barkha Mohit Bharuka Company Secretary; Ms. Shraddha Shailesh Telge; Ms. Shraddha Shailesh Telge. For; Mr. Uttam Gangadhar Telge; Ms. Shraddha Shailesh Telge. KEY PERFORMANCE INDICATORS,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Nanta Tech Limited,website_host
Three M Paper Boards Limited,AND SHALL BE MADE AVAILABLE TO THE SME PLATFORM OF BSE (“BSE SME”) FOR THE PURPOSES OF UPLOADING ON THEIR WEBSITE.,unspecified_see_drhp,www.bigshareonlince.com; www.bsesme.com; www.comfortsecurities.co.in; www.threempaper.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Sneha Parth Shah NOTICE TO INVESTORS; Ms. Sneha Parth Shah Tel. No,capex / capital expenditure,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Yash Highvoltage Limited,website_host
