row_index,company_name,drhp_or_draft_date,drhp_or_draft_document_url
380,Jungle Camps India Limited,26/07/2024,https://www.bsesme.com/download/326597/Addendum%20and%20DRHP_20241119131914.pdf
381,Swasth Foodtech India Limited,26/07/2024,https://www.bsesme.com/download/353727/DraftProspectuswithAddendum_20250207164016.pdf
382,Wagons Learning Limited,24/07/2024,https://www.bsesme.com/download/316345/DRHP_20240724111952.pdf
383,Toss the Coin Limited,23/07/2024,https://www.bsesme.com/download/354970/Addendum%20with%20DRHP_20241106172101.pdf
384,Rosmerta Digital Services Limited,21/07/2024,https://www.bsesme.com/download/334423/Addendum_DRHP_20241023181303.pdf
385,IDENTIXWEB LIMITED,20/07/2024,https://www.bsesme.com/download/339859/Identix_Add_DRHP_20.12.2024_20241220123935.pdf
386,Shiv Texchem Limited,19/07/2024,https://www.bsesme.com/download/350905/Addendum%20and%20DRHP%20Shiv%20Texchem%20Limited_20240924151125.pdf
387,SUBAM PAPERS LIMITED,11/07/2024,https://www.bsesme.com/download/316876/SubampapersDRHPAddendum_20240924133930.pdf
388,RAVIRAJ PROCESS CONTROLS LIMITED,10/07/2024,https://www.bsesme.com/download/373166/DRHP_RPCL_20240710201738.pdf
389,Park Smart Solutions Limited,10/07/2024,https://www.bsesme.com/download/395557/DP_ParkSmart_BSE_09072024_20240710170527.pdf
390,Locksworth Infrastructure Limited,08/07/2024,https://www.bsesme.com/download/332799/DraftProspectusLocksworth_20240810144307.pdf
391,CapitalNumbers Infotech Limited,08/07/2024,https://www.bsesme.com/download/336721/CN_DRHP_Final_27_06_2024_BSE_SME_20240708151314.pdf
392,MACH CONFERENCES AND EVENTS LIMITED,08/07/2024,https://www.bsesme.com/download/305509/DRHP_20240708115002.pdf
393,NACDAC Infrastructure Limited,05/07/2024,https://www.bsesme.com/download/395650/DRHP%20NACDAC_20240705175808.pdf
394,Supertech EV Ltd,03/07/2024,https://www.bsesme.com/download/317363/SME_IPO/DRHP%20Addendum-Supertech_20241025160338.pdf
395,PARMESHWAR METAL LIMITED,30/06/2024,https://www.bsesme.com/download/363659/Parmeshwar_Metal_DRHP_20240630175532.pdf
396,Katex Exim Limited,30/06/2024,https://www.bsesme.com/download/347012/Draft%20Prospectus_%2030.06.2024_Final%20Upload_20240630032504.pdf
397,H.M. ELECTRO MECH LIMITED,28/06/2024,https://www.bsesme.com/download/375153/Addendum_&amp;_DRHP_HM_20241107123845.pdf
398,Citichem India Limited,25/06/2024,https://www.bsesme.com/download/323025/Addendum_DP_Citichem_20241206161608.pdf
399,Kenrik Industries Limited,12/06/2024,https://www.bsesme.com/download/324845/kenrik_draft_prospectus_final_20250214145714.pdf
400,Trafiksol ITS Technologies Limited,01/06/2024,https://www.bsesme.com/download/351970/Trafiksol_DRHP__31052024__20240603162853.pdf
401,Khyati Global Ventures Limited,30/05/2024,https://www.bsesme.com/download/371811/Addendum_Draft_Prospectus_KGVL_20240828122410.pdf
402,Amwill Health Care Limited,27/05/2024,https://www.bsesme.com/download/312736/AddendumtotheDRHPAmwill_20241122192810.pdf
403,Share Samadhan Limited,14/05/2024,https://www.bsesme.com/download/319510/DRHP_Sharesamadhan_20240820164301.pdf
404,SHREENATH PAPER PRODUCTS LIMITED,07/05/2024,https://www.bsesme.com/download/305180/Shreenath_30.04.2024_20240507114117.pdf
405,Travels & rentals Limited,02/05/2024,https://www.bsesme.com/download/334357/DP_Travels_BSE_with%20Addendum_20240726112041.pdf
406,Archit Nuwood Industries Limited,26/04/2024,https://www.bsesme.com/download/325262/AddendumtoDRHP_20240805182158.pdf
407,Aelea Commodities Limited,31/03/2024,https://www.bsesme.com/download/338870/Aelea%20Commodities%20Limited%20DRHP_20240403172809.pdf
408,Three M Paper Boards Limited,30/03/2024,https://www.bsesme.com/download/385518/Addendum_and_DRHP_20240624172120.pdf
409,Popular Foundations limited,29/03/2024,https://www.bsesme.com/download/371101/AddendumwithDRHPPopular_20240820111919.pdf
410,Afcom Holdings Limited,26/03/2024,https://www.bsesme.com/download/345822/DRHPAFCOMfinal_merged(1)_20240719163553.pdf
411,Neopolitan Pizza Limited,16/03/2024,https://www.bsesme.com/download/301453/Draft%20Prospectus_Neopolitan%20Pizza%20Limited_20240801155042.pdf
412,SATTRIX INFORMATION SECURITY LIMITED,14/03/2024,https://www.bsesme.com/download/336779/Draft%20Prospectus-13.03.2024_20240314124954.pdf
413,GB Logistics Commerce Limited,08/03/2024,https://www.bsesme.com/download/349132/240308-DRHP-GLCL-Final_20240308004126.pdf
414,Mangal compusolution limited,06/03/2024,https://www.bsesme.com/download/355885/Addendun%20and%20Draft%20Prospectus%20-%20Mangal%20Compusolution%20Limited_20240905120317.pdf
415,3C IT Solutions and Telecoms (India) Limited,22/02/2024,https://www.bsesme.com/download/359729/Draft%20Prospectus%203C%20IT_20240222183357.pdf
416,VVIP Infratech Limited,20/02/2024,https://www.bsesme.com/download/313107/VVIP%20DRHP_20240220164718.pdf
417,Amkay Products Limited,14/02/2024,https://www.bsesme.com/download/383198/Amkay%20Products%20Limited_20240326104750.pdf
418,Ullu Digital Limited,14/02/2024,https://www.bsesme.com/download/314610/Draft%20Red%20Herring%20Prospectus_20240214161710.pdf
419,GEM Enviro Management Limited,14/02/2024,https://www.bsesme.com/download/307671/DRHP_20240610162814.pdf
420,Storage Technologies and Automation Limited,06/02/2024,https://www.bsesme.com/download/305526/Addendum%20with%20DRHP-STAL_20240416144536.pdf
421,Aztec Fluids & Machinery Limited,31/01/2024,https://www.bsesme.com/download/351554/DRHP_with_corrigendum_20240503161357.pdf
422,KP Green Engineering Limited,25/01/2024,https://www.bsesme.com/download/397216/Addendum_with_DRHP_20240227113402.pdf
423,Shivam Chemicals Limited,24/01/2024,https://www.bsesme.com/download/340965/Addendum_and_Draft_Prospectus_of_Shivam%20Chemicals_Limited_20240322184615.pdf
424,CLINITECH LABORATORY LIMITED,24/01/2024,https://www.bsesme.com/download/346378/SME_IPO/Clinitech%20Laboratory%20Limited_20240614115136.pdf
425,RAPID MULTIMODAL LOGISTICS LIMITED,21/01/2024,https://www.bsesme.com/download/318356/Addendum_DRHP_RAPID%20MULTIMODAL_20240503130229.pdf
426,Jay Kailash Namkeen Limited,09/01/2024,https://www.bsesme.com/download/368435/SME_IPO/DRHP_JayKailashNamkeenLimited_29122023_20240109190449.pdf
427,RETAGGIO INDUSTRIES LIMITED,04/01/2024,https://www.bsesme.com/download/365032/DRHP_Retaggio_20240104183702.pdf
428,Broach Lifecare Hospital Limited,02/01/2024,https://www.bsesme.com/download/320064/Addendum_DRHP_Broach_20240524133444.pdf
429,Dindigul Farm Product Limited,02/01/2024,https://www.bsesme.com/download/388951/AddendumwithDRHP_Dindigul_20240530171914.pdf
430,Emmforce Autotech Limited,02/01/2024,https://www.bsesme.com/download/311463/Emmforce_DRHP_with_Addendum_20240307163728.pdf
431,Nexxus Petro Industries Limited,01/01/2024,https://www.bsesme.com/download/387460/AddendumwithDRHPNexxus_20240820115534.pdf
432,TGIF Agribusiness Ltd,31/12/2023,https://www.bsesme.com/download/338428/Addendum%20and%20Draft%20Prospectus_20240326114440.pdf
433,ASSOCIATED COATERS LIMITED,30/12/2023,https://www.bsesme.com/download/347582/DA_Associate%20Coaters_20240402105334.pdf
434,Sodhani Academy of Fintech Enablers Limited,30/12/2023,https://www.bsesme.com/download/372577/AddendumwithDRHP_SAFE_20240712130112.pdf
435,FAALCON CONCEPTS LIMITED,29/12/2023,https://www.bsesme.com/download/343500/SME_IPO/Addendum_DP_Faalcon_20240223112902.pdf
436,Resourceful Automobile Limited,29/12/2023,https://www.bsesme.com/download/364867/DRHPalongwithAddendum_20240514114637.pdf
437,SHREYAS FABTECH LIMITED,29/12/2023,https://www.bsesme.com/download/342720/Shreyas%20Fabtech_DRHP_20231229004927.pdf
438,DAVIN SONS RETAIL LIMITED,28/12/2023,https://www.bsesme.com/download/351931/ADDENDUM%20WITH%20DP_20240412151313.pdf
439,REET PROJECTS LIMITED,28/12/2023,https://www.bsesme.com/download/392389/Draftprospectus14.12.23_20231228132442.pdf
440,Sai Swami Metals and Alloys Limited,27/12/2023,https://www.bsesme.com/download/393270/DPSaiAlongwithAddendum_20240314163857.pdf
441,United Cotfab Limited,27/12/2023,https://www.bsesme.com/download/382833/Addendum_and_Draft_Prospectus_20240306190733.pdf
442,Nimstech Industries Limited,25/12/2023,https://www.bsesme.com/download/354270/Draft%20Prospectus_Nimstech%20Industries%20Limited_20231225202952.pdf
443,Rudra Gas Enterprise Limited,20/12/2023,https://www.bsesme.com/download/327791/Draft%20Prospectus_Rudra%20Gas%20Enterprise%20Limited_20231229162905.pdf
444,Greenhitech Ventures Limited,04/12/2023,https://www.bsesme.com/download/329643/Addendum_with_Draft_Prospectus_Greenhitech_Ventures_Limited_20240314155633.pdf
445,Pune E - Stock Broking Limited,04/12/2023,https://www.bsesme.com/download/355897/Pune%20E%20-%20Stock%20Broking%20Limited_DRHP%20along%20with%20Addendum_20240213193104.pdf
446,Gconnect Logitech and Supply chain Limited,29/11/2023,https://www.bsesme.com/download/313316/AddendumDRHPGconnect_20240229163713.pdf
447,FINELISTINGS TECHNOLOGIES LIMITED,23/11/2023,https://www.bsesme.com/download/396490/DRHP_Finelistings_22112023%20-%20UPLOAD_20231123130603%20(1)_20240423170304.pdf
448,Shri Balaji Valve Components Limited,21/11/2023,https://www.bsesme.com/download/382759/DRHP-Balaji%20Valve_20231121132008.pdf
449,Gabriel Pet Straps Limited,16/11/2023,https://www.bsesme.com/download/327334/Draft%20Prospectus_Gabriel_20231116203916.pdf
450,Harshdeep Hortico Limited,16/11/2023,https://www.bsesme.com/download/349816/DRHP_20240116155930.pdf
451,AIK Pipes and Polymers Limited,11/11/2023,https://www.bsesme.com/download/383092/Draft%20Prospectus_AIK_20231111172312.pdf
452,Naturewings Holidays Limited,06/11/2023,https://www.bsesme.com/download/392025/Naturewings_drhp_addendum_combined_20240314152257.pdf
453,MAGENTA LIFECARE LIMITED,01/11/2023,https://www.bsesme.com/download/307848/Addendum%20upload%20march%20062024_20240322141858.pdf
454,Kizi Apparels Limited,19/10/2023,https://www.bsesme.com/download/386211/Addendum%20with%20Draft%20Prospectus_20240625142919.pdf
455,JKV SOLUTIONS LIMITED,13/10/2023,https://www.bsesme.com/download/373936/combined_jkv_20240610120235.pdf
456,Piotex Industries Limited,11/10/2023,https://www.bsesme.com/download/325082/DP_Piotex_20241023180442.pdf
457,Rudra Gas Enterprise Limited,03/10/2023,https://www.bsesme.com/download/327791/DP%20-%20Rudra%20Gas%20Enterprise%20Limited_20231003175549.pdf
458,CREATEROI FINANCIAL CONSULTANCY LIMITED,01/10/2023,https://www.bsesme.com/download/320155/CreateROI%20Draft%20Prospectus_20231001000515.pdf
459,Swashthik Plascon Limited,01/10/2023,https://www.bsesme.com/download/394491/DRHP_SPL_20231110170426.pdf
460,Chatha Foods Limited,30/09/2023,https://www.bsesme.com/download/376601/SME_IPOFinal%20addendum%20for%20submission%2026022024_20240301201920.pdf
461,Lorven International Limited,30/09/2023,https://www.bsesme.com/download/315269/LorvenInternaltionalLimited_DP_20230930220202.pdf
462,New Swan Multitech Limited,30/09/2023,https://www.bsesme.com/download/392419/DRHPwithaddendum_20231121131147.pdf
463,Deepak Chemtex Limited,30/09/2023,https://www.bsesme.com/download/324898/DRHP%20with%20All%20Addendum_20231118105745.pdf
464,Mayank Cattle Food Limited,30/09/2023,https://www.bsesme.com/download/395297/DP_MAYANK_BSE_30092023_20230930195140.pdf
465,Karma Ecotech Limited,30/09/2023,https://www.bsesme.com/download/343560/230930_-_KETL_-_DRHP_-_MW-v3_20230930162428.pdf
466,Resvera Wines Limited,30/09/2023,https://www.bsesme.com/download/355271/Draft%20Prospectus-%20Resvera%20Wines%20Limited_20230930124649.pdf
467,Viraunique Realtors Limited,27/09/2023,https://www.bsesme.com/download/323151/Viraunique%20Draft%20Prospectus_20230927201406.pdf
468,Brisk Technovision Limited,27/09/2023,https://www.bsesme.com/download/391699/Brisk%20Technovision%20Draft%20Prospectus_20230927172602.pdf
469,Siyaram Recycling Industries Limited,27/09/2023,https://www.bsesme.com/download/377062/Siyaram%20-%20Addendum%20&amp;%20DRHP_20231201153107.pdf
470,VARYAA CREATIONS LIMITED,26/09/2023,https://www.bsesme.com/download/345104/Varyaa%20Creations%20Limited%20Draft%20Prospectus_20240419160854.pdf
471,Shanti Spintex Limited,15/09/2023,https://www.bsesme.com/download/324840/DRHPwithaddendum_20231121123311.pdf
472,Sahara Maritime Limited,07/09/2023,https://www.bsesme.com/download/377903/DP_SML_FINAL_20230908122357.pdf
473,Amkay Products Limited,06/09/2023,https://www.bsesme.com/download/383198/AMKAY%20PRODUCTS%20LIMITED_20230906144810.pdf
474,Qualitek Labs Limited,05/09/2023,https://www.bsesme.com/download/313933/Draft%20Prospectus_Qualitek04092023_20231222110737.pdf
475,Mish Designs Limited,04/09/2023,https://www.bsesme.com/download/353006/Mish_Designs_Limited_Draft_Prospectus_20230904180625.pdf
476,Shri Balaji Valve Components Limited,04/09/2023,https://www.bsesme.com/download/382759/DHRP%20-%20Balaji%20Valve%20(1)_20230904163554.pdf
477,VDOIT TECHNOLOGIES LIMITED,01/09/2023,https://www.bsesme.com/download/301231/DraftProspectusandAddendum2_20231201154208.pdf
478,Organic Recycling Systems Limited,31/08/2023,https://www.bsesme.com/download/328938/Updated%20DP%2016.08.2023-%20Clean%20version_20230831200409.pdf
479,Grandmaa International Limited,29/08/2023,https://www.bsesme.com/download/376819/DRHP_Grandmaa_20230829230416.pdf
480,Jay Kailash Namkeen Limited,29/08/2023,https://www.bsesme.com/download/368435/DRHP%20-%20Jay%20Kailash%20Namkeen%20Limited_August2023_20230829173930.pdf
481,AMIC FORGING LIMITED,28/08/2023,https://www.bsesme.com/download/396567/DRHP_Addendum_20231117184526.pdf
482,Manoj Ceramic Limited,28/08/2023,https://www.bsesme.com/download/346458/MCLAddendumandDP_20231207185453.pdf
483,Kahali Craftistics Limited,28/08/2023,https://www.bsesme.com/download/305088/KCL%20DRAFT%20PROSPECTUS_20230828150733.pdf
484,Shree Marutinandan Tubes Limited,28/08/2023,https://www.bsesme.com/download/361636/DRHP01122023_20231201154427.pdf
485,Royal Sense Limited,21/08/2023,https://www.bsesme.com/download/320433/Draft%20Prospectus%20Royal%20Sense%20ltd_20230821175230.pdf
486,Avax Apparels And Ornaments Limited,18/08/2023,https://www.bsesme.com/download/332568/Combined_Addendum_cum_DRHP_20240805102324.pdf
487,Kalyani Cast-Tech Limited,14/08/2023,https://www.bsesme.com/download/371720/DRHP_Kalyani_20230814214403.pdf
488,INTERIORS & MORE LIMITED,12/08/2023,https://www.bsesme.com/download/352364/DRHP_Interior_20230812005508.pdf
489,BENCHMARK COMPUTER SOLUTIONS LIMITED,10/08/2023,https://www.bsesme.com/download/312601/2.%20Draft%20Prospectus%20-%20Benchmark_20230810174156.pdf
490,GRUNE HAFEN LIMITED,03/08/2023,https://www.bsesme.com/download/346656/DRHP_FINAL_20230804120223.pdf
491,Techknowgreen Solutions Limited,31/07/2023,https://www.bsesme.com/download/391915/Draft%20Prospectus_Green_20230731183959.pdf
492,BBG Industries Limited,31/07/2023,https://www.bsesme.com/download/335687/Draft%20prospectus%20-%20BBG%20-%2031.07.2023_20230731172414.pdf
493,Vruddhi Engineering Works Limited,31/07/2023,https://www.bsesme.com/download/321038/DRHP_20230731144359.pdf
494,SUNITA TOOLS LIMITED,31/07/2023,https://www.bsesme.com/download/314979/Draft_Prospectus_Sunita_Tools_Limited_20230731112824.pdf
495,Shreni Shares Limited,27/07/2023,https://www.bsesme.com/download/367325/Shreni%20Shares%20Limited_Draft%20Prospectus_20230727143056.pdf
496,DAVIN SONS RETAIL LIMITED,26/07/2023,https://www.bsesme.com/download/351931/DAVIN%20SONS%20-%20DRAFT%20PROSPECTUS_20230726131455.pdf
497,LABDHI COMMERCIALS LIMITED,21/07/2023,https://www.bsesme.com/download/301763/DP%20-%20LABDHI%2018.07.2023_20230721140527.pdf
498,Koura Fine Diamond Jewelry Limited,20/07/2023,https://www.bsesme.com/download/300094/Addendum_with_Draft_Prospectus_of_Koura_Fine_Diamond_Jewelry_Limited_20231214170304.pdf
499,KK Shah Hospitals Limited,15/07/2023,https://www.bsesme.com/download/339129/DraftProspectus%20KKSHAHHOSPITAL_20230715005905.pdf
500,Sodhani Academy of Fintech Enablers Limited,14/07/2023,"https://www.bsesme.com/download/372577/Draft%20Prospectus%20dated%20July%2012,%202023-%20SAFEL_20230714200255.pdf"
501,Meson Valves India Limited,13/07/2023,https://www.bsesme.com/download/320657/Draft%20Prospectus_Meson_20230713191745.pdf
502,Vrundavan Plantation Limited,12/07/2023,https://www.bsesme.com/download/350358/DRAFT%20PROSPECTUS12.07.2023_20230712210854.pdf
503,AIK Pipes and Polymers Limited,03/07/2023,"https://www.bsesme.com/download/383092/Draft%20Prospectus%20-%20AIK%20Pipes%20and%20Polymers%20Limited%20dated%20June%2030,%202023_20230703133911.pdf"
504,Bondada Engineering Limited,30/06/2023,https://www.bsesme.com/download/337568/Draft%20Prospectus_20230630190627.pdf
505,Kahan Packaging Limited,30/06/2023,https://www.bsesme.com/download/356334/Kahan_Packaging_Limited_DP_20230630180643.pdf
506,ARROWHEAD SEPERATION ENGINEERING LIMITED,27/06/2023,https://www.bsesme.com/download/394119/Draft%20Prospectus_Arrowhead_Seperation_Engineering_Limited_20230628112038.pdf
507,ASARFI HOSPITAL LIMITED,27/06/2023,https://www.bsesme.com/download/341538/AsarfiHospitalLimited_DRHP_20230627111926.pdf
508,Ultra Rich Weddings Limited,20/06/2023,https://www.bsesme.com/download/343011/Ultra%20Draft%20Prospectus_20230620224250.pdf
509,TRANSTEEL SEATING TECHNOLOGIES LIMITED,15/06/2023,https://www.bsesme.com/download/353433/DRHP_Transteel_20230615233742.pdf
510,ALPHALOGIC INDUSTRIES LIMITED,14/06/2023,https://www.bsesme.com/download/353396/Draft%20Prospectus_Alphalogic_BSE_12062023_20230614112847.pdf
511,Euphoria Infotech (India) Limited,10/06/2023,https://www.bsesme.com/download/369599/DRHP%20Euphoria%20Infotech%20India%20Ltd_Final_10062023_20230610173219.pdf
512,Khazanchi Jewellers Limited,09/06/2023,https://www.bsesme.com/download/330448/Draft%20Prospectus_20230609172510.pdf
513,ACCELERATEBS INDIA LIMITED,03/06/2023,https://www.bsesme.com/download/340582/Draft%20Prospectus_Accelerate_20230603202008.pdf
514,Viraunique Realtors Limited,02/06/2023,https://www.bsesme.com/download/323151/Draft%20Prospectus%20of%20Viraunique_20230602155831.pdf
515,ALPHALOGIC INDUSTRIES LIMITED,23/05/2023,https://www.bsesme.com/download/353396/Draft%20Prospectus_ATL_23052023_20230523163705.pdf
516,Hunger Choice Limited,19/05/2023,https://www.bsesme.com/download/347312/Draft%20Prospectus_Hunger%20Choice%20Limited_20230519100003.pdf
517,DADA ORGANICS LIMITED,18/05/2023,https://www.bsesme.com/download/335443/DP_DADA%20ORGANICS_BSE_18052023_20230518190831.pdf
518,ISH TRAVEL & TOURS  LIMITED,16/05/2023,https://www.bsesme.com/download/343404/Ish%20Travel%20&amp;%20Tours%20Ltd%20Draft%20Prospectus%20-Filing%20version_20230516193450.pdf
519,Veefin Solutions Limited,16/05/2023,https://www.bsesme.com/download/369695/Draft%20Prospectus_Veefin_20230516032803.pdf
520,Kaka Industries Limited,10/05/2023,https://www.bsesme.com/download/350429/DRHPKIL_20230511152921.pdf
521,Hemant Surgical Industries Limited,08/05/2023,https://www.bsesme.com/download/359589/Hemant%20Surgical%20Industries%20Limited%20DRHP_20230508173445.pdf
522,ACCELERATEBS INDIA LIMITED,29/04/2023,https://www.bsesme.com/download/340582/Draft%20Prospectus_Accelerate_20230429224856.pdf
523,SHELTER PHARMA LIMITED,28/04/2023,https://www.bsesme.com/download/303612/DRHP_Shelter_20230428153541.pdf
524,ROOPYAA FINBIZZ LIMITED,24/04/2023,https://www.bsesme.com/download/350742/Draft%20Prospectus%20-%20Roopyaa%20Final-21.04.23_20230424193519.pdf
525,Cosmic CRF Limited,21/04/2023,https://www.bsesme.com/download/331313/Cosmic%20CFR%20Limited_DRHP_21.04.2023_20230421212909.pdf
526,Citichem India Limited,20/04/2023,https://www.bsesme.com/download/323025/Final%20Draft%20Prospectus%20of%20Citichem_20230420151552.pdf
527,Kaka Industries Limited,13/04/2023,https://www.bsesme.com/download/350429/DraftProspectus_Kaka_20230413174323.pdf
528,Oliria Foods and Beverages Limited,11/04/2023,https://www.bsesme.com/download/364893/DraftProspectusOliria_20230411163954.pdf
529,Shoora Designs Limited,11/04/2023,https://www.bsesme.com/download/394556/Draft%20Prospectus%20of%20Shoora%20Designs%20Limited_20230411113721.pdf
530,Sonalis Consumer Products Limited,04/04/2023,"https://www.bsesme.com/download/375740/DP%20-%20Sonalis%20Consumer%20Products%20Ltd%20-%20April%203,%202023_20230404162308.pdf"
531,AHASolar Technologies Limited,29/03/2023,https://www.bsesme.com/download/371084/Draft%20Prospectus%20-%20AHASolar%20Technologies%20Limited_20230329183955.pdf
532,Kelson Foods Limited - (Withdrawn),23/03/2023,https://www.bsesme.com/download/388631/Draft%20Prospectus%20Final_20230323185630.pdf
533,KK Shah Hospitals Limited,20/03/2023,https://www.bsesme.com/download/339129/Draft%20Prospectus_KK%20Shah_20230320201228.pdf
534,ASARFI HOSPITAL LIMITED,17/03/2023,https://www.bsesme.com/download/341538/Draft%20Prospectus_ASARFI_BSE_17032023_20230317194726.pdf
535,Hemant Surgical Industries Limited,15/03/2023,https://www.bsesme.com/download/359589/Draft%20Prospectus_Hemant%20Surgical%20Industries%20Limited_20230315132706.pdf
536,City Crops Agro Limited,10/03/2023,https://www.bsesme.com/download/312255/DP_CCAL_final_20230310225219.pdf
537,SAN TRICA REALTORS LIMITED,09/03/2023,https://www.bsesme.com/download/384838/Draft%20Prospectus%20San%20Trica-Clean_20230309222649.pdf
538,Sancode Technologies Limited,08/03/2023,https://www.bsesme.com/download/397370/Draft%20Prospectus_20230308231912.pdf
539,Exhicon Events Media Solutions Limited,06/03/2023,https://www.bsesme.com/download/345167/Exhicon_DRHP_20230306143500.pdf
540,Kumjai Farms Limited,06/03/2023,https://www.bsesme.com/download/337647/2%20DP%20KUMJAI%20Feb272023_20230306130845.pdf
541,INNOKAIZ INDIA LIMITED,03/03/2023,https://www.bsesme.com/download/373086/DRHP_Innokaiz_20230303203206.pdf
542,COMRADE APPLIANCES LIMITED,28/02/2023,https://www.bsesme.com/download/307445/DRHP_Comrade_20230301172310.pdf
543,RETINA PAINTS LIMITED,24/02/2023,https://www.bsesme.com/download/334891/DRHP_Retina_20230224183211.pdf
544,Labelkraft Technologies Limited,22/02/2023,https://www.bsesme.com/download/384705/Draft%20Prospectus%20Labelkraft_20230222125224.pdf
545,SEVEN SEAZ VACATIONS LIMITED,21/02/2023,https://www.bsesme.com/download/351194/DRAFT%20PROSPECTUS%20-%20SEVEN%20SEAZ%20(1)_20230221191011.pdf
546,COMMAND POLYMERS LIMITED,21/02/2023,https://www.bsesme.com/download/370728/Command%20Polymers%20Limited_Draft%20Prospectus_20230221175352.pdf
547,Innovatus Entertainment Networks Limited,20/02/2023,https://www.bsesme.com/download/311357/Innovatus%20DP_20230220182359.pdf
548,Bizotic Commercial Limited,17/02/2023,https://www.bsesme.com/download/306731/Draft%20prospectus%20Final_20230217215440.pdf
549,Avax Soft Technologies Limited,16/02/2023,https://www.bsesme.com/download/336473/Avax%20Soft%20Technologies%20DRHP_20230216212850.pdf
550,Maiden Forgings Limited,13/02/2023,https://www.bsesme.com/download/315720/DRHP_20230213190015.pdf
551,Vivaa Tradecom Limited,07/02/2023,https://www.bsesme.com/download/394894/Final%20Draft%20Prospectus-07.02_20230207173455.pdf
552,PROSPECT COMMODITIES LIMITED,25/01/2023,https://www.bsesme.com/download/332083/Draft%20Prospectus_20230125182321.pdf
553,Macfos Limited,19/01/2023,https://www.bsesme.com/download/393379/DRHP%20dt%2019-01-2023._20230119155659.pdf
554,Manoj Jewellers Limited,17/01/2023,https://www.bsesme.com/download/310113/Draft%20Prospectus_20230117231251.pdf
555,Dev Labtech Venture Limited,16/01/2023,"https://www.bsesme.com/download/333829/Draft%20Prospectus%20-%20Dev%20Labtech%20Venture%20Limited%20dated%20January%2012,%202023_20230116140858.pdf"
556,Labelkraft Technologies Limited,13/01/2023,https://www.bsesme.com/download/384705/Draft%20Prospectus%20Labelkraft_20230113135634.pdf
557,Earthstahl & Alloys Limited,12/01/2023,https://www.bsesme.com/download/379311/Earthstahl%20&amp;%20Alloys%20Limited%20DRHP_20230112104548.pdf
558,PATRON EXIM LIMITED,10/01/2023,https://www.bsesme.com/download/388058/Final%20Draft%20Prospectus%20Patron_20230110002926.pdf
559,Sealmatic India Limited,05/01/2023,https://www.bsesme.com/download/348962/DRHP_Sealmatic%20India%20Limited%2005.01.2023_20230105181237.pdf
560,ITCONS E-SOLUTIONS LIMITED,03/01/2023,https://www.bsesme.com/download/357719/DP_ITCONS_BSE_03012023_20230103215533.pdf
561,INNOKAIZ INDIA LIMITED,31/12/2022,https://www.bsesme.com/download/373086/Draft%20Prospectus_Innokaiz_20221231162038.pdf
562,Kalyani Cast-Tech Limited,22/12/2022,https://www.bsesme.com/download/371720/KCTL%20DRHP_20221222182936.pdf
563,AMANAYA VENTURES LIMITED,22/12/2022,https://www.bsesme.com/download/360115/AMANAYA%20VENTURES%20LIMITED_20221222144322.pdf
564,RESGEN LIMITED,20/12/2022,https://www.bsesme.com/download/322747/DRHP_Resgen_20221220004858.pdf
565,EBOR INDUSTRIES LIMITED,14/12/2022,https://www.bsesme.com/download/368338/Draft%20Prospectus_EBOR_14122022_20221214235822.pdf
566,SAN TRICA REALTORS LIMITED,13/12/2022,https://www.bsesme.com/download/384838/SAN%20TRICA%20REALTORS%20LIMITED_20221213120130.pdf
567,Bright Outdoor Media Limited,12/12/2022,https://www.bsesme.com/download/371814/Draft%20Prospectus_20221212220132.pdf
568,CFF FLUID CONTROL LIMITED,12/12/2022,https://www.bsesme.com/download/353359/Draft%20Prospectus_CFF%20Fluid%20Control%20Limited-_20221212171153.pdf
569,SUDARSHAN PHARMA INDUSTRIES LIMITED,10/12/2022,https://www.bsesme.com/download/341854/DRHP_Sudarshan_v12.2_20221210202654.pdf
570,SVS VENTURES LIMITED,07/12/2022,https://www.bsesme.com/download/335567/SVS%20Ventures%20Limited_20221207160947.pdf
571,LABDHI COMMERCIALS LIMITED,06/12/2022,https://www.bsesme.com/download/301763/LABDHI%20DRAFT%20PROSPECTUS_20221206141816.pdf
572,PNGS GARGI FASHION JEWELLERY LIMITED,28/11/2022,https://www.bsesme.com/download/369324/Draft%20Prospectus_Gargi_20221128152036.pdf
573,S. V. J. ENTERPRISES LIMITED,31/10/2022,https://www.bsesme.com/download/377261/S.V.J.%20Enterprises%20Limited_20221031164811.pdf
574,SVS VENTURES LIMITED,31/10/2022,https://www.bsesme.com/download/335567/SVS%20Ventures%20Limited_20221031133820.pdf
575,Organic Recycling Systems Limited,26/10/2022,https://www.bsesme.com/download/328938/ORS%20DP%20Final_20221026165336.pdf
576,Droneacharya Aerial Innovations Limited,18/10/2022,https://www.bsesme.com/download/383641/Droneacharya_DRHP_20221018195059.pdf
577,Transvoy Logistics India Limited,04/10/2022,https://www.bsesme.com/download/370499/Draft%20Prospectus%20-%20Transvoy%20Logistics%20India%20Limited_20221004201615.pdf
578,DAPS ADVERTISING LIMITED,30/09/2022,https://www.bsesme.com/download/320977/Draft%20Prospectus%20-%20DAPS_20220930235822.pdf
579,STITCHED TEXTILES LIMITED,30/09/2022,https://www.bsesme.com/download/382273/DRHP_STITCHED_30092022_20220930234909.pdf
