Company Name,City,Industry Segment,Website,Revenue Band,CIN,Promoter/Decision-Maker,Tailwinds,Differentiation Evidence,Source,Evidence Tags Normalized,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,ICP_Blended_Weighted_Score,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,Step9_QA_Tags,Step9_QA_Flag_Count,Step9_Outreach_Note
B. D. Industries (Pune) Limited,The registered office of B D INNO Ventures Private Limited (BDIVPL) is situated at Unit No,unspecified_see_drhp,www.bdi-group.org,Extract from restated financials in DRHP (pattern not matched).,,DRHP: subject to any pledge,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat|generic_web_or_thin_ops_narrative,2,QA flagged
Durgadevi Raiment Limited,"A5, Calcutta Land Premises No",unspecified_see_drhp,www.ddrl.in; www.inventuremerchantbanker.com; www.purvashare.com,Extract from restated financials in DRHP (pattern not matched).,,Could not download DRHP PDF/ZIP for promoter extraction.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
FFS Defence Engineering Limited,Office Contact Person Email and Telephone Website Plot No,unspecified_see_drhp,www.ffsdefence.com; www.inventuremerchantbanker.com; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
G V ELECTRICALS LIMITED,"Hammersmith Industrial Premises Co-op Society Ltd, Narayan Pathare Marg, Off",unspecified_see_drhp,www.gvelectricals.com,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted — verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat|generic_web_or_thin_ops_narrative,2,QA flagged
Grandmaa International Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unspecified_see_drhp,www.grandmaa.in; www.ifinservices.in; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Jaideep Jain; Seema Jain,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
HGI AUTOMOTIVES LIMITED,"alia, (i) forms in respect of the allotment of 128,300 and 65,000 equity shares on March 31, 1999, and (ii) filings of profit and loss accounts in Form 23ACA for the financial years 2005-06 to 2013-14. We have obtained a search report dated September 29, 2025, issued by B. S. Vya...",unspecified_see_drhp,www.hgiautomotives.com; www.kfintech.com; www.nirbhaycapital.com,Extract from restated financials in DRHP (pattern not matched).,,Could not download DRHP PDF/ZIP for promoter extraction.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capacity_expansion|iso_certification_mentioned|subsidiary|group_structure,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,stale_temporal_signal|iso_only_differentiation_no_sector_moat,2,QA flagged
HRS Aluglaze Limited,"located), at least two working days prior to the Bid / Issue Opening Date and shall be available to the Stock Exchange for the purpose of uploading on their respective websites. “Pri",unspecified_see_drhp,www.hrsaluglaze.com,₹3 Cr (stated),,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|iso_certification_mentioned|facility_expansion,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat|generic_web_or_thin_ops_narrative,2,QA flagged
JEE Pumps Limited,"details, see “Our Business – Our Properties” on page 130 of the Draft Red Herring Prospectus.",Manufacturing / Industrial,www.ib.marwadichandaranagroup.com; www.jeepumps.com,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted — verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,55.0,55.0,5.0,0.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
Justo Realfintech Limited,"El Tara Building, Powai, Off",unspecified_see_drhp,www.justo.co.in; www.purvashare.com; www.vivro.net,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Metalic Technoforge Ltd,Rajkot,Manufacturing / Industrial,metalictechnoforge.com,₹100–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_mar_2026,3,50,55.0,55.0,5.0,0.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
NATRINAI VENTURES LIMITED,vide Certificate of Incorporation bearing,"Offer Size and Pre-Offer Shareholding of Promoters, Promoter Group and Promoter Selling Shareholder as a percentage of",https://www.kreocapital.com; www.cameoindia.com; www.ngegreenenergy.com,Extract from restated financials in DRHP (pattern not matched).,,Could not download DRHP PDF/ZIP for promoter extraction.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Omnipotent Industries Limited,"“History and Certain Other Corporate Matters’ on pages 34 and 73, respectively.",unspecified_see_drhp,www.bigshareonline.com; www.inventuremerchantbanker.com; www.omnipotent.co.in,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Peshwa Wheat Limited,"of filing of the Draft Red Herring Prospectus with BSE SME and inviting the public to provide their comments to the BSE SME Exchange, our Company or the Book Running Lead Manager(s) in respect of the disclosures made in this Draft Red Herring Prospectus.",unspecified_see_drhp,www.peshwawheat.com,Extract from restated financials in DRHP (pattern not matched).,,Could not download DRHP PDF/ZIP for promoter extraction.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat|generic_web_or_thin_ops_narrative,2,QA flagged
PRODOCS SOLUTIONS LIMITED,"Information” and “History and Certain Corporate Matters’ on pages 65 and 173, respectively of this Draft Red Herring Prospectus.",page 23 of the Draft Red Herring Prospectus as follows:,www.cumulativecapital.group; www.prodocssolution.com,₹5–25 Cr (approx from lakhs),,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Riddhi Display Equipments Limited,PDF parse error: PdfStreamError,unspecified_see_drhp,www.jawacapital.in; www.riddhidisplay.com,Extract from restated financials in DRHP (pattern not matched).,,Could not download DRHP PDF/ZIP for promoter extraction.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,3,50,55.0,55.0,0.0,0.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
STANBIK AGRO LIMITED,to section titled “Our History and Certain Corporate Matters” beginning on page number 136 of the Draft Prospectus.,Manufacturing / Industrial,https://growhousewealth.com; https://stanbikagro.com,Extract from restated financials in DRHP (pattern not matched).,,Could not download DRHP PDF/ZIP for promoter extraction.,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,55.0,55.0,5.0,0.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
Vinod Texworld Ltd,Ludhiana,Manufacturing / Industrial,vinodtexworld.com,₹40–70 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,3,50,55.0,55.0,5.0,0.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
Access Point India Limited,"Registrar of Companies/ Registrar of Companies, Central Processing Centre vide bearing",unspecified_see_drhp,https://www.myaccessp.net; www.finaaxcapital.com; www.in.mpms.mufg.com,₹5–25 Cr (approx from lakhs),,DRHP: Ms. Reena Sharma NOTICE TO INVESTORS; Mr. Bherusingh Rajput Managing Director DIN; Mr. Ikshit Shah; Mr. Yash Doshi CIN; Mr. Pravinbhai Chandubhai Chandulal Patel; Mr. Pankajkumar Chandubhai,bse_sme_ipo_drhp_pipeline|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|workforce_scaling_signal|hiring|recruitment,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
ACCORD TRANSFORMER & SWITCHGEAR LIMITED,"December 04, 2024",unspecified_see_drhp,https://atsgroup.in/; www.gyrcapitaladvisors.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,U31500HR2014PLC052544,DRHP: Ms. Tulsi Sharma; Ms. Tulsi Sharma Company Secretary; Mr. Mohit Baid; Ms. Maitri Thakkar SEBI Registration Number; Mr. Pradeep Kumar Verma; Mrs. Shalini Singh; Mr. Pradeep Kumar Verma Chief Financial Officer; Mr. Ranjan Kumar Samal. Company Secretary; Ms. Tulsi Sharma. Depositories Act The Depositories,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Accretion Nutraveda Limited,2013: 1. Form DPT-3,unspecified_see_drhp,www.accretionnutraveda.com,Extract from restated financials in DRHP (pattern not matched).,,Mr. Harshad Nanubhai Rathod,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,stale_temporal_signal|weak_differentiation_drhp_generics,2,QA flagged
Apana Logistics Limited,please refer to the section title “History and Corporate Structure” on page no. Error! Bookmark not defined. of this Draft Prospectus.,unspecified_see_drhp,www.apanalogistics.com; www.corporatemakers.in; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Neelam Damji Shah; Mr. Rohit Pareek; Mr. Manish Kumar Singh SEBI Registration Number; Mr. Pratyaksh Sureka; Mr. Adarsh Sureka; Mr. Shrawan Kumar Sureka Date; Mr. Shrawan Kumar Sureka; Mrs. Devika Sureka,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Astonea Labs Ltd,House No,unspecified_see_drhp,https://www.astonea.org/,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Avneet Kaur; Ms. Alka Mishra Email; Mr. Murali Krishna; Mr. Ashish Gulati,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Beezaasan Explotech Limited,"5th Floor, 511, Pramukh Tangent Complex, Sargasan Cross Road, S",unspecified_see_drhp,www.beezaasan.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Ankita Choudhury Company Secretary; Ms. Ankita Choudhury; Mr. Navneetkumar Radheshyam Somani MOA; Mr. Navneetkumar Radheshyam Somani; Mr. Sunilkumar Radheshyam Somani; Mr. Rajan Sunilkumar Somani; Mr. Devi Singh Kachhwaha; Mr. Satya Prakash Heda; Ms. Manisha Navneet Somani; Ms. Komalben Sunilkumar Somani,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Bipin Offset Limited,"into Public Limited Company and name of company was changed from “Bipin Offset Private Limited” to “Bipin Offset Limited” vide fresh certificate of incorporation dated July 01, 2025. For further details, please see chapter titled """,unspecified_see_drhp,https://bipinoffset.com/,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mrs. Radhika Parth Soni; Mr. Rakesh Bhogilal Patel; Mrs. Zinnal Rakeshkumar Patel; Mr. Rikin Bipinchandra Patel. For; Mrs. Zinnal Rakeshkumar Patel. For,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Datasol (Bangalore) Limited,"company, please refer to section titled “",unspecified_see_drhp,www.datasolindia.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Sachi Shrikumar Lakhotia Company Secretary; Mr. Satish Reddy; Mr. Balakuntlam Sathyanarayana Sureshkumar; Mrs. Basavana Palli Ambika Soni; Mrs. Shyalaja Ramamurthy DETAILS OF OFFER TO; Mr. S. Ramakrishna Iyengar Email; Ms. Sachi Shrikumar Lakhotia; Mrs. Shyalaja Ramamurthy. Promoter Group Includes,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Defrail Technologies Limited,"Manufactu ring Plant- 2 3,330 sq. yards 1,51503.33 sq. yards",unspecified_see_drhp,www.defrailtech.in; www.maashitla.com; www.nexgenfin.com,Extract from restated financials in DRHP (pattern not matched).,,Ms. Ashi Aggarwal,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
DSM Fresh Foods Limited,"consequent upon conversion dated July 09, 2024, bearing",unspecified_see_drhp,https://www.zappfresh.com/; www.maashitla.com; www.narnolia.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mr. DEEPANSHU MANCHANDA; Mrs. PRIYA AGGARWAL ADDENDUM TO THE DRAFT; Mr. Rajveer Singh Website; Mr. Mukul Agrawal CIN; Mr. Deepanshu Manchanda; Mrs. Priya Aggarwal. For; Mr. Sandeep Kumar; Mr. Sajit Kumar; Ms. Shruti Gochhwal; Mr. Mange Ram Gochhwal,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Efficient Fire and Security Solutions Limited,Centre. The present,unspecified_see_drhp,www.bigshareonline.com; www.efficientfire.in; www.swastika.co.in,Extract from restated financials in DRHP (pattern not matched).,,DRHP: ANAND BABRUVAN GADEKAR AND AARTI ANAND GADEKAR,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
ENPROCON ENTERPRISE LIMITED,"EnProCon Enterprise Limited B-705 Mondeal heights, Nr",unspecified_see_drhp,https://enprocon.com/,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms Dhwani Mahendra Bothra; Mr. Mukhtiyarhusain Ruknudin Shaikh Company Secretary,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
ENS Enterprises Limited,"May 08, 2025",unspecified_see_drhp,www.abhipra.com; www.corporatemakers.in; www.ens.enterprises,Extract from restated financials in DRHP (pattern not matched).,U74120UP2016PLC075577,DRHP: Mr. Akhil Jain; Mr. Manish Kumar Srivastava July; Mr. Avinash Kumar Singh July; Mr. Anupam Kumar Srivastava July; Mr. Avinash Kumar Singh; Mr. Manish Kumar Srivastava For; Mr. Anupam Kuma; Mr. Anupam Kumar Srivastava,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Haru Worldwide Limited,Sukun Business Centre Nr,unspecified_see_drhp,www.bigshareonline.com; www.haruworldwide.com; www.ifinservices.in,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mr. Anil Runthala; Mrs. Harsha Sharma Type Fresh Issue Size; Mrs. Krishna Naik; Mr. Anilkumar Runthala; Mrs. Harsha Sharma Promoter Group Companies; Mr. Rakesh Dutta Companies Act Companies Act; Mrs. Harsha Sharma. For,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Horizon Reclaim  (India) Limited,"2025. Our Company’s Corporate Identity Number is U25206UP2006PLC032294. For details of change in Registered office of our Company, please refer to the chapter titled “History and Certain Corporate Matters” on page 149 of the Draft Red Herring Prospectus.",unspecified_see_drhp,https://horizonreclaim.com/; www.gyrcapitaladvisors.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,U25206UP2006PLC032294,DRHP: Ms. Deeksha Thakral Company Secretary; Mr. Mohit Baid SEBI Registration Number; Ms. Neha Ahuja; Mr. Raj Mehta,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capacity_expansion,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Icon Facilitators Limited,in Form GNL 2 with SRN: AB2710819 AOC-4 (For the FY2015-2016),unspecified_see_drhp,www.iconf.in; www.khambattasecurities.com; www.maashitla.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Mamzuza Malia; Mrs. Pooja Makhija; Mr. Sunil Bharihoke,bse_sme_ipo_drhp_pipeline|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|workforce_scaling_signal|hiring|recruitment,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,stale_temporal_signal|weak_differentiation_drhp_generics,2,QA flagged
Jungle Camps India Limited,"Jungle Resorts Private Limited” and “Jungle Camps Private Limited”, the same are required to be updated/ changed with various government/semi government authorities and various organizations.",unspecified_see_drhp,www.junglecampsindia.com; www.khambattasecurities.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Parul Shekhawat; Mr. Chandan Mishra; Ms. Nisha Shaw SEBI Registration No; Mr. Anuj Rana Website,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,3,50,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
