Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size,LLM_C1,LLM_C2,LLM_C3,LLM_C4,LLM_C5,LLM_C6,LLM_Note,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,ICP_Blended_Weighted_Score,LLM_Blend_Alpha,LLM_Model,Step9_QA_Tags,Step9_QA_Flag_Count
Malpani Pipes & Fittings Limited,"Area, Ratlam, Madhya Pradesh-457001, India",unspecified_see_drhp,www.bigshareonline.com; www.ifinservices.in; www.malpanipipes.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Rohit Malpani; Harsh Malpani; Mohit Malpani,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,1,rich_drhp_promoter_blob,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,5,83,80.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,5.0,5.0,5.0,80.0,0.0,rules_only,iso_only_differentiation_no_sector_moat,1
Manisha Textiles Limited,"Survey No 6, House No 8 P, Gova MIDC, Vill Sarav ali, Bhiwandi -421302 Maharashtra, India",unspecified_see_drhp,www.kfintech.com; www.manishatextiles.in; www.rarever.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Kapila Shardul Tikke Company Secretary; Ms. Kapila Shardul Tikke,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,5,83,80.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,5.0,5.0,5.0,80.0,0.0,rules_only,iso_only_differentiation_no_sector_moat,1
Matangi Rubber Limited,"Subsequently, our Company was converted into a Public Limited Company under the Companies Act, 2013 pursuant to a special resolution passed by the shareholders of our Company on November 04, 2024 and the n ame was changed to “Matangi Rubber Limited” pursuant to a fresh Certificat...",unspecified_see_drhp,www.bigshareonline.com; www.matangirubber.com; www.sarthi.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Mohit Gupta,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,stale_temporal_signal|weak_differentiation_drhp_generics,2
MEHUL TELECOM LIMITED,Ahmedabad,unspecified_see_drhp,www.cumulativecapital.group; www.kfintech.com; www.mehultelecom.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,45.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,5.0,45.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Meta Infotech Limited,"instance, there has been a clerical error in Issue Price mentioned in form 2 filed for allotment of 1,25,000 equity shares by way of right issue in FY 2008. Further secretarial records for following past allotments of Equity Shares made by our Company could not be traced, as unde...",unspecified_see_drhp,www.hemsecurities.com; www.kfintech.com; www.metainfotech.com/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,stale_temporal_signal|weak_differentiation_drhp_generics,2
Metalic Technoforge Ltd,Rajkot,Manufacturing / Industrial,metalictechnoforge.com,₹100–200 Cr,no_structured_differentiation_tag,,IPO filed Mar 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Forging),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_mar_2026,1,manufacturer_or_industrial_segment,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,55.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,0.0,0.0,0.0,5.0,5.0,55.0,0.0,rules_only,calibration_review_queue_step10,1
Methodhub Software Limited,"Unit No. 109, 1 st Floor, Prestige Meridian – 1, No. 29, M.G. Road, Bengaluru – 560 001, Karnataka, India. Muthukrishnan Shanmuga Thevar- Company Secretary and Compliance Officer Telephone: +91 78248 23132 Email: cs@methodhub.in",unspecified_see_drhp,www.methodhub.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,25.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,0.0,25.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
MILAN GINNING PRESSING LIMITED,& FACTORY CONTACT PERSON EMAIL AND TELEPHONE,unspecified_see_drhp,www.milangroupindia.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. S. Ramakrishna Iyengar Telephone,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
MILLWORKS TECHNOLOGIES LIMITED,PERSON EMAIL ID AND TELEPHONE WEBSITE No,unspecified_see_drhp,https://millworksindia.com/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Sridhar Acharya,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Monarch Surveyors and Engineering Consultants Limited,Bidder/ Investor Any prospective investor who makes a bid for Equity Shares in terms of Red Herring Prospectus.,unspecified_see_drhp,www.monarchconsultants.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Dattatraya Mohaniraj Karpe,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
Monika Alcobev Limited,Registration Centre,unspecified_see_drhp,www.in.mpms.mufg.com; www.monikaalcobev.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Mother Nutri Foods Limited,"Survey No 276/1, Opp",unspecified_see_drhp,www.mothernutrifoods.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,weak_differentiation_drhp_generics,1
MRC Infracon Limited,"Registered Office: MRC Group,",unspecified_see_drhp,www.cumulativecapital.group; www.kfintech.com; www.mrcgroup.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Mukesh Ranjan; in dematerialized form,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,weak_differentiation_drhp_generics,1
MRP Agro Limited,chapter titled “History and Corporate Structure” beginning on page 98 of this Draft Prospectus.,unspecified_see_drhp,www.beelinebroking.com; www.mrpagro.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Mr. Manish Kumar Jain; Mrs Raksha Jain; Mrs. Raksha Jain Stakeholders Relationship Committee Stakeholder,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only,iso_only_differentiation_no_sector_moat,1
MTE STRUCTURES LIMITED,Centre. For further details please refer to chapter titled “History and Certain Corporate Matters” beginning on Page No. 145 of the Draft Red Herring Prospectus.,Manufacturing / Industrial,https://in.mpms.mufg.com/; https://mtegroup.in/; www.gyrcapitaladvisors.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Mrs. Jinal Bhavik Shah; Mrs. Jinal Bhavik Shah Company Secretary; Mr. Mohit Baid SEBI Registration Number; Mr. Shanti Gopalkrishnan SEBI Registration Number,ISO certification mentioned,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,the manufacturing of specialized solar panel mounting structures and provides solar mounting solutions,iso_certification_mention|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|iso_certification_mentioned,1,manufacturer_or_industrial_segment,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,5,83,90.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,0.0,5.0,5.0,5.0,5.0,90.0,0.0,rules_only,iso_only_differentiation_no_sector_moat,1
NACDAC Infrastructure Limited,"OFFICE CONTACT PERSON EMAIL ID AND TELEPHONE WEBSITE KF-120 Kavi Nagar, Ghaziabad, Uttar Pradesh, India, 201002 77, 2nd Floor, Navyug Market, Ghaziabad, Uttar Pradesh, India, 201001 Mr. Pradeep Singh Company Secretary and Compliance Officer Email-id: compliance.nacdac@gmail.com I...",unspecified_see_drhp,http://nacdacinfrastructure.com/; www.nacdacinfrstructure.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Ashish Saxena,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only,weak_differentiation_drhp_generics,1
NAKSHATRA ASSET VENTURES LIMITED,"Ho. No. 1016/Pl. No. 377, Flat No. Nakshatra-3rd Floor, Gandhi Nagar, Ambazari Road, Shankar Nagar, Nagpur, Maharashtra, India, 440010 Nakshatra 402 Ground Floor, Building, Solitaire Park, Chakala, Andheri -Mumbai 400093 Hansdhwani Hitendrabhai Dwivedi Company Secretary & Complia...",unspecified_see_drhp,www.bigshareonline.com; www.nakshatraassetventures.com; www.narnolia.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Amar Vijaykumar Agrawal,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,3,50,40.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,0.0,40.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
Nanta Tech Limited,Contact Person Email and Telephone Website Office No,unspecified_see_drhp,https://www.nantatech.com; www.bigshareonline.com; www.nantatech.com; www.shcapl.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Mr. Pintu Kumar Kuberbhai Chaudhari; MAYANK A JANI AND JANI MANSIBEN MAYANKKUMAR; Mr. Parth Shah SEBI Registration No; Mr. Sagar Pathare SEBI Registration No; Mr. Pintu Kumar Kuberbhai Chaudhari Company Secretary; MAYANK A JANI AND JANI MANSIBEN MANYANKKUMAR,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only,iso_only_differentiation_no_sector_moat,1
NATRINAI VENTURES LIMITED,vide Certificate of Incorporation bearing,"Offer Size and Pre-Offer Shareholding of Promoters, Promoter Group and Promoter Selling Shareholder as a percentage of",https://www.kreocapital.com; www.cameoindia.com; www.ngegreenenergy.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Could not download DRHP PDF/ZIP for promoter extraction.,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,"Offer Size and Pre-Offer Shareholding of Promoters, Promoter Group and Promoter Selling Shareholder as a percentage of",iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,55.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,0.0,5.0,5.0,55.0,0.0,rules_only,iso_only_differentiation_no_sector_moat,1
NEETU YOSHI LIMITED,"Jakhan, Rajpur Road, Dehradun, Dehradun, Uttarakhand, India-248001 “we”, “us” and “our” Unless the context otherwise indicates or implies, refers to our Company together with our Subsidiaries, on a consolidated basis as on the date of this Draft Red Herring Prospectus. “you”, “yo...",unspecified_see_drhp,www.neetuyoshi.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,25.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,0.0,25.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
Neev Credit Limited,"PERSON TELEPHONE AND EMAIL WEBSITE Room number 408, 4th Floor, PS IXL Building, Atghora, Chinar Park, Parganas North 24, Kolkata, West Bengal- 700136 India Srivatsa Arcade, No. 6, Ground Floor, 12 th Cross, Wilson Garden, Bangalore- 560027, Karnataka, India. Deepika Bhutra Tel. N...",unspecified_see_drhp,www.neevfinance.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,45.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,5.0,45.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Neptune Logitek Limited,"EMAIL WEBSITE BBZ-N-62/A, WARD 12/A, Gandhidham, Kachchh - 370201, Gujarat, India Mrs",unspecified_see_drhp,www.bigshareonline.com; www.galacticocorp.com; www.neptunelogitek.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mrs. Manisha Jain Company Secretary; Mr. Vishal Sancheti CIN; Mr. Ganesh Shinde SEBI Registration No; Mr. Ankit Devidas Shah; Mrs. Reema Ankit Shah. For,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Neptune Holidays Limited,Download failed (timeout or HTTP error).,unspecified_see_drhp,www.neptuneholidays.com/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: NOVELTY MERCHANTS PRIVATE LIMITED; NEPTUNE AVIATIONS PRIVATE LIMITED; NEPTUNE,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,rich_drhp_promoter_blob,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,weak_differentiation_drhp_generics,1
NIS Management Limited,"Opening Date with the relevant financial ratios calculated at the Floor Price and at the Cap Price, and shall be made available to the Stock Exchanges for the purpose of uploading on their respective websites. Pri",unspecified_see_drhp,www.nis.co.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Ramyani Chatterjee Company Secretary; Mr. Debajit Choudhury Promoter Upto; Ms. Ramyani Chatterjee OUR; Mr. Debajit Choudhury; Ms. Rina Choudhury; Ms. Susmita Mukherjee; Ms. Debahuti Chatterjee; Ms. Nita Dey; Ms. Ramyani Chatterjee; Mr. Kanad Mukherjee,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
